kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,tahun,angka_melek_huruf
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,100
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,99.23
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2005,0
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2006,99.71
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2007,98.41
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2008,100
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2009,100
81,"Prov. Maluku",8171,"Kota Ambon",2005,99.18
81,"Prov. Maluku",8171,"Kota Ambon",2006,100
81,"Prov. Maluku",8171,"Kota Ambon",2007,99.78
81,"Prov. Maluku",8171,"Kota Ambon",2008,99.76
81,"Prov. Maluku",8171,"Kota Ambon",2009,100
81,"Prov. Maluku",8172,"Kota Tual",2005,99.57
81,"Prov. Maluku",8172,"Kota Tual",2006,0
81,"Prov. Maluku",8172,"Kota Tual",2007,0
81,"Prov. Maluku",8172,"Kota Tual",2008,0
81,"Prov. Maluku",8172,"Kota Tual",2009,100
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2005,0
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2006,95.56
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2007,98.73
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2008,98.68
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2009,100
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2005,0
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2006,98.29
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2007,99.11
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2008,100
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2009,100
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2005,0
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2006,99.39
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2007,97.95
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2008,99.74
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2009,100
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2005,0
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2006,98.57
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2007,98.38
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2008,99.54
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2009,100
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2005,0
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2006,98.22
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2007,98.94
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2008,100
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2009,100
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2005,0
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2006,95.7
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2007,97.95
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2008,97.71
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2009,100
82,"Prov. Maluku Utara",8271,"Kota Ternate",2005,0
82,"Prov. Maluku Utara",8271,"Kota Ternate",2006,99.59
82,"Prov. Maluku Utara",8271,"Kota Ternate",2007,100
82,"Prov. Maluku Utara",8271,"Kota Ternate",2008,100
82,"Prov. Maluku Utara",8271,"Kota Ternate",2009,100
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2005,0
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2006,99.49
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2007,98.1
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2008,99.68
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2009,100
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2005,0
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2006,99.4
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2007,99.55
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2008,100
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2009,96.46
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2005,0
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2006,85.73
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2007,95.76
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2008,100
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2009,89.13
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2005,0
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2006,93.43
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2007,81.94
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2008,88.76
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2009,94.49
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2005,0
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2006,85.91
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2007,85.89
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2008,93.55
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2009,95.19
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2005,0
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2006,91.25
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2007,90.04
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2008,95.65
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2009,83.88
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2005,0
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2006,98.58
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2007,97.84
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2008,98.59
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2009,95.1
91,"Prov. Papua Barat",9107,"Kab. Sorong",2005,0
91,"Prov. Papua Barat",9107,"Kab. Sorong",2006,97.2
91,"Prov. Papua Barat",9107,"Kab. Sorong",2007,97.27
91,"Prov. Papua Barat",9107,"Kab. Sorong",2008,97.9
91,"Prov. Papua Barat",9107,"Kab. Sorong",2009,95.98
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2005,0
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2006,99.36
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2007,96.12
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2008,97.01
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2009,100
91,"Prov. Papua Barat",9171,"Kota Sorong",2005,0
91,"Prov. Papua Barat",9171,"Kota Sorong",2006,99.57
91,"Prov. Papua Barat",9171,"Kota Sorong",2007,98.7
91,"Prov. Papua Barat",9171,"Kota Sorong",2008,100
91,"Prov. Papua Barat",9171,"Kota Sorong",2009,100
94,"Prov. Papua",9401,"Kab. Merauke",2005,0
94,"Prov. Papua",9401,"Kab. Merauke",2006,99.39
94,"Prov. Papua",9401,"Kab. Merauke",2007,98.28
94,"Prov. Papua",9401,"Kab. Merauke",2008,99.68
94,"Prov. Papua",9401,"Kab. Merauke",2009,97.75
94,"Prov. Papua",9402,"Kab. Jayawijaya",2005,53.12
94,"Prov. Papua",9402,"Kab. Jayawijaya",2006,66.61
94,"Prov. Papua",9402,"Kab. Jayawijaya",2007,68.94
94,"Prov. Papua",9402,"Kab. Jayawijaya",2008,72.65
94,"Prov. Papua",9402,"Kab. Jayawijaya",2009,78.96
94,"Prov. Papua",9403,"Kab. Jayapura",2005,99
94,"Prov. Papua",9403,"Kab. Jayapura",2006,100
94,"Prov. Papua",9403,"Kab. Jayapura",2007,99.54
94,"Prov. Papua",9403,"Kab. Jayapura",2008,100
94,"Prov. Papua",9403,"Kab. Jayapura",2009,100
94,"Prov. Papua",9404,"Kab. Nabire",2005,83.71
94,"Prov. Papua",9404,"Kab. Nabire",2006,78.43
94,"Prov. Papua",9404,"Kab. Nabire",2007,85.57
94,"Prov. Papua",9404,"Kab. Nabire",2008,100
94,"Prov. Papua",9404,"Kab. Nabire",2009,83.04
94,"Prov. Papua",9405,"",2005,100
94,"Prov. Papua",9405,"",2006,0
94,"Prov. Papua",9405,"",2007,0
94,"Prov. Papua",9405,"",2008,0
94,"Prov. Papua",9405,"",2009,0
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2005,0
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2006,98.58
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2007,92.99
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2008,97.24
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2009,96.11
94,"Prov. Papua",9409,"Kab. Biak Numfor",2005,99.04
94,"Prov. Papua",9409,"Kab. Biak Numfor",2006,99.6
94,"Prov. Papua",9409,"Kab. Biak Numfor",2007,99.55
94,"Prov. Papua",9409,"Kab. Biak Numfor",2008,99.13
94,"Prov. Papua",9409,"Kab. Biak Numfor",2009,99.05
94,"Prov. Papua",9410,"Kab. Paniai",2005,51.28
94,"Prov. Papua",9410,"Kab. Paniai",2006,58.45
94,"Prov. Papua",9410,"Kab. Paniai",2007,70.57
94,"Prov. Papua",9410,"Kab. Paniai",2008,85.07
94,"Prov. Papua",9410,"Kab. Paniai",2009,62.75
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2005,80.23
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2006,49.02
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2007,0
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2008,50.79
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2009,29.77
94,"Prov. Papua",9412,"Kab. Mimika",2005,93.9
94,"Prov. Papua",9412,"Kab. Mimika",2006,97.13
94,"Prov. Papua",9412,"Kab. Mimika",2007,98.93
94,"Prov. Papua",9412,"Kab. Mimika",2008,95
94,"Prov. Papua",9412,"Kab. Mimika",2009,98.62
94,"Prov. Papua",9413,"Kab. Boven Digoel",2005,0
94,"Prov. Papua",9413,"Kab. Boven Digoel",2006,95.33
94,"Prov. Papua",9413,"Kab. Boven Digoel",2007,85.55
94,"Prov. Papua",9413,"Kab. Boven Digoel",2008,82.19
94,"Prov. Papua",9413,"Kab. Boven Digoel",2009,81.48
94,"Prov. Papua",9414,"Kab. Mappi",2005,90.73
94,"Prov. Papua",9414,"Kab. Mappi",2006,89.36
94,"Prov. Papua",9414,"Kab. Mappi",2007,94.44
94,"Prov. Papua",9414,"Kab. Mappi",2008,92.21
94,"Prov. Papua",9414,"Kab. Mappi",2009,87.46
94,"Prov. Papua",9415,"Kab. Asmat",2005,90.6
94,"Prov. Papua",9415,"Kab. Asmat",2006,93.45
94,"Prov. Papua",9415,"Kab. Asmat",2007,65.24
94,"Prov. Papua",9415,"Kab. Asmat",2008,82.11
94,"Prov. Papua",9415,"Kab. Asmat",2009,84.61
94,"Prov. Papua",9416,"Kab. Yahukimo",2005,40.2
94,"Prov. Papua",9416,"Kab. Yahukimo",2006,55.12
94,"Prov. Papua",9416,"Kab. Yahukimo",2007,50
94,"Prov. Papua",9416,"Kab. Yahukimo",2008,89.89
94,"Prov. Papua",9416,"Kab. Yahukimo",2009,48.99
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2005,43.79
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2006,37.84
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2007,0
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2008,39.59
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2009,88.72
94,"Prov. Papua",9418,"Kab. Tolikara",2005,0
94,"Prov. Papua",9418,"Kab. Tolikara",2006,26.57
94,"Prov. Papua",9418,"Kab. Tolikara",2007,52.71
94,"Prov. Papua",9418,"Kab. Tolikara",2008,59.34
94,"Prov. Papua",9418,"Kab. Tolikara",2009,25.54
94,"Prov. Papua",9419,"Kab. Sarmi",2005,79.07
94,"Prov. Papua",9419,"Kab. Sarmi",2006,92.06
94,"Prov. Papua",9419,"Kab. Sarmi",2007,88.45
94,"Prov. Papua",9419,"Kab. Sarmi",2008,97.74
94,"Prov. Papua",9419,"Kab. Sarmi",2009,71.53
94,"Prov. Papua",9420,"Kab. Keerom",2005,98.33
94,"Prov. Papua",9420,"Kab. Keerom",2006,96.86
94,"Prov. Papua",9420,"Kab. Keerom",2007,96.1
94,"Prov. Papua",9420,"Kab. Keerom",2008,97.47
94,"Prov. Papua",9420,"Kab. Keerom",2009,82.88
94,"Prov. Papua",9421,"",2005,98.46
94,"Prov. Papua",9421,"",2006,0
94,"Prov. Papua",9421,"",2007,0
94,"Prov. Papua",9421,"",2008,0
94,"Prov. Papua",9421,"",2009,0
94,"Prov. Papua",9426,"Kab. Waropen",2005,0
94,"Prov. Papua",9426,"Kab. Waropen",2006,96.34
94,"Prov. Papua",9426,"Kab. Waropen",2007,91.48
94,"Prov. Papua",9426,"Kab. Waropen",2008,87.84
94,"Prov. Papua",9426,"Kab. Waropen",2009,91.94
94,"Prov. Papua",9427,"Kab. Supiori",2005,0
94,"Prov. Papua",9427,"Kab. Supiori",2006,97.96
94,"Prov. Papua",9427,"Kab. Supiori",2007,98.98
94,"Prov. Papua",9427,"Kab. Supiori",2008,100
94,"Prov. Papua",9427,"Kab. Supiori",2009,100
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2005,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2006,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2007,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2008,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2009,80.34
94,"Prov. Papua",9429,"Kab. Nduga",2005,0
94,"Prov. Papua",9429,"Kab. Nduga",2006,0
94,"Prov. Papua",9429,"Kab. Nduga",2007,0
94,"Prov. Papua",9429,"Kab. Nduga",2008,0
94,"Prov. Papua",9429,"Kab. Nduga",2009,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2005,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2006,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2007,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2008,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2009,43.6
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2005,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2006,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2007,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2008,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2009,0
94,"Prov. Papua",9432,"Kab. Yalimo",2005,0
94,"Prov. Papua",9432,"Kab. Yalimo",2006,0
94,"Prov. Papua",9432,"Kab. Yalimo",2007,0
94,"Prov. Papua",9432,"Kab. Yalimo",2008,0
94,"Prov. Papua",9432,"Kab. Yalimo",2009,72.35
94,"Prov. Papua",9433,"Kab. Puncak",2005,0
94,"Prov. Papua",9433,"Kab. Puncak",2006,0
94,"Prov. Papua",9433,"Kab. Puncak",2007,0
94,"Prov. Papua",9433,"Kab. Puncak",2008,0
94,"Prov. Papua",9433,"Kab. Puncak",2009,25.03
94,"Prov. Papua",9434,"Kab. Dogiyai",2005,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2006,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2007,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2008,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2009,50.14
94,"Prov. Papua",9471,"Kota Jayapura",2005,99.14
94,"Prov. Papua",9471,"Kota Jayapura",2006,99.39
94,"Prov. Papua",9471,"Kota Jayapura",2007,99.73
94,"Prov. Papua",9471,"Kota Jayapura",2008,99.44
94,"Prov. Papua",9471,"Kota Jayapura",2009,98.47
94,"Prov. Papua",9472,"",2005,100
94,"Prov. Papua",9472,"",2006,0
94,"Prov. Papua",9472,"",2007,0
94,"Prov. Papua",9472,"",2008,0
94,"Prov. Papua",9472,"",2009,0
